User,Card,Year,Month,Day,Amount,UseChip,MerchantName,MerchantCity,MerchantCountry,Zip,MCC,target
18.0,1.0,2007.0,10.0,10.0,$165.17,Swipe Transaction,High End Goods Store 1,Saint Clairsville,USA,43950.0,5719.0,Yes
18.0,1.0,2007.0,10.0,10.0,$3.70,Swipe Transaction,Acme Family Clothing,Zanesville,USA,43701.0,5651.0,Yes
20.0,0.0,2008.0,12.0,18.0,$7.17,Swipe Transaction,Department Store 10,Istanbul,Turkey,51694.67689524219,5311.0,Yes
20.0,0.0,2008.0,12.0,18.0,$6.08,Swipe Transaction,Department Store 3,Istanbul,Turkey,51694.67689524219,5311.0,Yes
20.0,0.0,2008.0,12.0,18.0,$9.64,Swipe Transaction,Department Store 10,Istanbul,Turkey,51694.67689524219,5311.0,Yes
20.0,0.0,2008.0,12.0,18.0,$0.79,Swipe Transaction,Kelley Istanbul Spirits,Istanbul,Turkey,51694.67689524219,5921.0,Yes
22.0,1.0,2009.0,9.0,17.0,$77.36,Swipe Transaction,Jabaris Taxi,Istanbul,Turkey,51694.67689524219,4121.0,Yes
39.0,1.0,2017.0,1.0,10.0,$19.23,Online Transaction,High End Goods Store 2,San Jose ,USA,51694.67689524219,5719.0,Yes
39.0,1.0,2020.0,2.0,8.0,$620.25,Chip Transaction,Department Store 10,Saint Charles,USA,63304.0,5311.0,Yes
39.0,1.0,2020.0,2.0,9.0,$5.00,Swipe Transaction,Achilless Limo,Saint Louis,USA,63146.0,4121.0,Yes
39.0,1.0,2020.0,2.0,9.0,$4.84,Chip Transaction,Convenience Store Chain 1,Saint Louis,USA,63146.0,5499.0,Yes
39.0,1.0,2020.0,2.0,9.0,$44.65,Chip Transaction,Anderson Saint Louis Bar,Saint Louis,USA,63146.0,5813.0,Yes
44.0,1.0,2016.0,6.0,6.0,$84.18,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,51694.67689524219,5912.0,Yes
44.0,1.0,2016.0,6.0,13.0,$57.89,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,51694.67689524219,5912.0,Yes
44.0,1.0,2016.0,6.0,13.0,$41.54,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,51694.67689524219,5912.0,Yes
44.0,1.0,2016.0,6.0,18.0,$231.75,Chip Transaction,Young Sofia Motel,Sofia,Bulgaria,51694.67689524219,7011.0,Yes
44.0,1.0,2016.0,6.0,18.0,$145.74,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,51694.67689524219,5310.0,Yes
44.0,6.0,2011.0,12.0,12.0,$24.57,Online Transaction,Electronics Merchandiser 2,San Jose ,USA,51694.67689524219,5732.0,Yes
53.0,2.0,2008.0,7.0,19.0,$2.89,Swipe Transaction,Cruz Fine Foods,Istanbul,Turkey,51694.67689524219,5411.0,Yes
53.0,2.0,2008.0,7.0,20.0,$0.14,Swipe Transaction,Chen Rx,Istanbul,Turkey,51694.67689524219,5912.0,Yes
54.0,1.0,2009.0,4.0,25.0,$2.39,Swipe Transaction,Chen Rx,Istanbul,Turkey,51694.67689524219,5912.0,Yes
54.0,1.0,2009.0,4.0,25.0,$6.44,Swipe Transaction,Department Store 10,Istanbul,Turkey,51694.67689524219,5311.0,Yes
54.0,1.0,2009.0,4.0,25.0,$209.63,Swipe Transaction,Car Rental Company 1,Istanbul,Turkey,51694.67689524219,3359.0,Yes
56.0,4.0,2012.0,2.0,3.0,$157.20,Swipe Transaction,Peres Amman Wholesale,Amman,Jordan,51694.67689524219,5310.0,Yes
58.0,5.0,2013.0,1.0,4.0,$121.67,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
60.0,0.0,2016.0,8.0,2.0,$38.61,Online Transaction,Department Store 5,San Jose ,USA,51694.67689524219,5311.0,Yes
66.0,2.0,2007.0,7.0,8.0,$76.62,Swipe Transaction,Digital Games Company 1,Rincon,USA,31326.0,5816.0,Yes
66.0,2.0,2007.0,7.0,8.0,$73.31,Swipe Transaction,Allen Wholesale,Macon,USA,31201.0,5300.0,Yes
66.0,2.0,2007.0,7.0,8.0,$69.88,Swipe Transaction,Rail Company 1,Jacksonville,USA,32207.0,4112.0,Yes
66.0,2.0,2007.0,7.0,9.0,$153.78,Online Transaction,Software-Hardware Company 1,San Jose ,USA,51694.67689524219,5045.0,Yes
66.0,2.0,2007.0,7.0,9.0,$181.22,Online Transaction,Phone Service Provider 2,San Jose ,USA,51694.67689524219,4814.0,Yes
66.0,2.0,2007.0,7.0,12.0,$181.62,Swipe Transaction,High End Goods Store 1,Macon,USA,31205.0,5719.0,Yes
73.0,0.0,2002.0,4.0,19.0,$196.84,Online Transaction,Electronics Merchandiser 1,San Jose ,USA,51694.67689524219,5732.0,Yes
103.0,3.0,2014.0,8.0,17.0,$104.78,Online Transaction,Department Store 4,San Jose ,USA,51694.67689524219,5311.0,Yes
103.0,3.0,2014.0,8.0,17.0,$131.78,Online Transaction,Online Retailer 2,San Jose ,USA,51694.67689524219,5311.0,Yes
103.0,3.0,2014.0,8.0,18.0,$29.19,Online Transaction,High End Goods Store 1,San Jose ,USA,51694.67689524219,5719.0,Yes
112.0,0.0,2012.0,3.0,29.0,$282.32,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
112.0,0.0,2012.0,3.0,29.0,$287.57,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
119.0,2.0,2016.0,9.0,11.0,$131.10,Online Transaction,Jewelry Company 1,San Jose ,USA,51694.67689524219,5094.0,Yes
119.0,2.0,2016.0,9.0,11.0,$665.91,Online Transaction,Wholesale Club 1,San Jose ,USA,51694.67689524219,5300.0,Yes
119.0,2.0,2016.0,9.0,11.0,$15.61,Chip Transaction,Stetsons Caracas Clothing,Caracas,Venezuela,51694.67689524219,5651.0,Yes
123.0,0.0,2009.0,4.0,6.0,$158.38,Swipe Transaction,Department Store 11,Istanbul,Turkey,51694.67689524219,5311.0,Yes
123.0,0.0,2009.0,4.0,8.0,$5.88,Swipe Transaction,Bennett Gently Used Clothes,Istanbul,Turkey,51694.67689524219,5651.0,Yes
123.0,0.0,2009.0,4.0,8.0,$19.59,Swipe Transaction,Department Store 3,Istanbul,Turkey,51694.67689524219,5311.0,Yes
127.0,1.0,2012.0,12.0,11.0,$35.53,Swipe Transaction,Neufelder Tegucigalpa Wine and Liquor,Tegucigalpa,Honduras,51694.67689524219,5921.0,Yes
141.0,0.0,2009.0,4.0,11.0,$172.05,Swipe Transaction,Chen Rx,Istanbul,Turkey,51694.67689524219,5912.0,Yes
141.0,0.0,2009.0,4.0,13.0,$27.83,Swipe Transaction,Fast Food Chain 2,Istanbul,Turkey,51694.67689524219,5814.0,Yes
141.0,0.0,2009.0,4.0,15.0,$50.31,Swipe Transaction,Cyruss Female Fashion,Istanbul,Turkey,51694.67689524219,5621.0,Yes
141.0,0.0,2009.0,4.0,15.0,$13.78,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,51694.67689524219,5310.0,Yes
143.0,2.0,2017.0,1.0,31.0,$96.37,Chip Transaction,Georgias Wholesale,Caracas,Venezuela,51694.67689524219,5310.0,Yes
143.0,2.0,2017.0,2.0,2.0,$3.86,Online Transaction,Department Store 8,San Jose ,USA,51694.67689524219,5311.0,Yes
144.0,1.0,2015.0,1.0,24.0,$85.59,Online Transaction,Wholesale Club 1,San Jose ,USA,51694.67689524219,5300.0,Yes
144.0,1.0,2015.0,1.0,24.0,$7.03,Chip Transaction,Crafts Store 1,Mexico City,Mexico,51694.67689524219,5970.0,Yes
144.0,1.0,2015.0,1.0,26.0,$100.66,Chip Transaction,Gomez Wholesale,Mexico City,Mexico,51694.67689524219,5310.0,Yes
144.0,1.0,2015.0,1.0,31.0,$5.49,Online Transaction,Electronics Merchandiser 3,San Jose ,USA,51694.67689524219,5732.0,Yes
146.0,1.0,2012.0,1.0,19.0,$15.87,Online Transaction,Discount Store 4,San Jose ,USA,51694.67689524219,5310.0,Yes
146.0,1.0,2012.0,1.0,19.0,$52.69,Online Transaction,Digital Content Company 2,San Jose ,USA,51694.67689524219,5815.0,Yes
150.0,4.0,2014.0,4.0,6.0,$22.07,Online Transaction,Discount Store 5,San Jose ,USA,51694.67689524219,5310.0,Yes
150.0,4.0,2014.0,4.0,6.0,$0.33,Swipe Transaction,Leilas Home Supplies,Delhi,India,51694.67689524219,5211.0,Yes
150.0,4.0,2014.0,4.0,6.0,$114.54,Swipe Transaction,Wholesale Club 1,Delhi,India,51694.67689524219,5300.0,Yes
150.0,4.0,2014.0,4.0,7.0,$25.18,Online Transaction,Wholesale Club 1,San Jose ,USA,51694.67689524219,5300.0,Yes
150.0,4.0,2014.0,4.0,7.0,$3.76,Online Transaction,Home Improvement Store 2,San Jose ,USA,51694.67689524219,5211.0,Yes
150.0,4.0,2014.0,4.0,8.0,$28.81,Online Transaction,High End Goods Store 2,San Jose ,USA,51694.67689524219,5719.0,Yes
150.0,4.0,2014.0,4.0,8.0,$15.14,Online Transaction,Wholesale Club 1,San Jose ,USA,51694.67689524219,5300.0,Yes
161.0,3.0,2019.0,4.0,13.0,$141.90,Swipe Transaction,Josiahs Hatfield Wholesale,Hatfield,USA,19440.0,5300.0,Yes
164.0,1.0,2012.0,11.0,10.0,$46.99,Swipe Transaction,Gray Pharmacy,Victoria,Seychelles,51694.67689524219,5912.0,Yes
167.0,0.0,2012.0,6.0,13.0,$218.56,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
167.0,0.0,2012.0,6.0,14.0,$162.14,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
168.0,0.0,2007.0,4.0,20.0,$114.93,Swipe Transaction,Allen Wholesale,Macon,USA,31201.0,5300.0,Yes
207.0,1.0,2015.0,12.0,25.0,$59.08,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,51694.67689524219,5310.0,Yes
207.0,1.0,2015.0,12.0,27.0,$197.79,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,51694.67689524219,5310.0,Yes
216.0,2.0,2014.0,9.0,5.0,$26.25,Online Transaction,Wholesale Club 1,San Jose ,USA,51694.67689524219,5300.0,Yes
216.0,2.0,2014.0,9.0,7.0,$270.38,Swipe Transaction,Tylers Discount Emporium,Delhi,India,51694.67689524219,5310.0,Yes
228.0,2.0,2009.0,5.0,16.0,$39.34,Swipe Transaction,Car Rental Company 1,Istanbul,Turkey,51694.67689524219,3359.0,Yes
243.0,3.0,2014.0,1.0,2.0,$168.32,Online Transaction,Jewelry Company 1,San Jose ,USA,51694.67689524219,5094.0,Yes
243.0,3.0,2014.0,1.0,2.0,$8.91,Online Transaction,Department Store 8,San Jose ,USA,51694.67689524219,5311.0,Yes
243.0,3.0,2014.0,1.0,2.0,$111.69,Online Transaction,Digital Games Company 1,San Jose ,USA,51694.67689524219,5816.0,Yes
243.0,3.0,2014.0,1.0,3.0,$150.19,Online Transaction,Electronics Merchandiser 3,San Jose ,USA,51694.67689524219,5732.0,Yes
245.0,3.0,2012.0,5.0,31.0,$83.64,Swipe Transaction,Turner Gourmet Supplies,Amman,Jordan,51694.67689524219,5411.0,Yes
245.0,3.0,2012.0,6.0,1.0,$293.21,Swipe Transaction,Peres Amman Wholesale,Amman,Jordan,51694.67689524219,5310.0,Yes
246.0,1.0,2012.0,11.0,22.0,$100.67,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
246.0,2.0,2009.0,7.0,29.0,$105.72,Swipe Transaction,Chen Rx,Istanbul,Turkey,51694.67689524219,5912.0,Yes
247.0,0.0,2016.0,12.0,6.0,$170.16,Swipe Transaction,Convenience Store Chain 1,Simi Valley,USA,93065.0,5499.0,Yes
247.0,0.0,2016.0,12.0,6.0,$82.04,Chip Transaction,Aarons Simi Valley Limo,Simi Valley,USA,93065.0,4121.0,Yes
264.0,1.0,2011.0,10.0,15.0,$0.58,Swipe Transaction,Charleys Female Fashion,Amman,Jordan,51694.67689524219,5621.0,Yes
264.0,1.0,2020.0,2.0,1.0,$86.36,Chip Transaction,Eddies Wholesale,Georgetown,Guyana,51694.67689524219,5310.0,Yes
269.0,4.0,2016.0,8.0,3.0,$685.10,Online Transaction,Auto Parts Company 4,San Jose ,USA,51694.67689524219,5533.0,Yes
278.0,3.0,2012.0,11.0,21.0,$2.02,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
278.0,3.0,2012.0,11.0,21.0,$123.52,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,51694.67689524219,5912.0,Yes
309.0,1.0,2008.0,7.0,1.0,$142.44,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,51694.67689524219,5310.0,Yes
309.0,1.0,2008.0,7.0,1.0,$163.54,Swipe Transaction,Hotel and Resort Company 2,Istanbul,Turkey,51694.67689524219,3504.0,Yes
309.0,1.0,2008.0,7.0,1.0,$3.50,Swipe Transaction,Delivery Company 1,Istanbul,Turkey,51694.67689524219,4214.0,Yes
309.0,1.0,2008.0,7.0,3.0,$1.56,Swipe Transaction,Sues Furniture,Istanbul,Turkey,51694.67689524219,5712.0,Yes
324.0,5.0,2019.0,12.0,26.0,$2.59,Online Transaction,Department Store 4,San Jose ,USA,51694.67689524219,5311.0,Yes
332.0,0.0,2012.0,6.0,3.0,$46.49,Swipe Transaction,Russell Restaurant,Amman,Jordan,51694.67689524219,5812.0,Yes
337.0,2.0,2009.0,9.0,26.0,$102.75,Swipe Transaction,Department Store 10,Istanbul,Turkey,51694.67689524219,5311.0,Yes
337.0,2.0,2009.0,9.0,26.0,$3.30,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,51694.67689524219,5310.0,Yes
339.0,3.0,2014.0,9.0,8.0,$96.67,Online Transaction,Pharmacy Company 3,San Jose ,USA,51694.67689524219,5912.0,Yes
339.0,3.0,2014.0,9.0,8.0,$7.28,Swipe Transaction,Tylers Discount Emporium,Delhi,India,51694.67689524219,5310.0,Yes
352.0,5.0,2011.0,12.0,19.0,$156.60,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
352.0,5.0,2011.0,12.0,19.0,$58.66,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
353.0,1.0,2013.0,11.0,30.0,$8.59,Online Transaction,Pharmacy Company 1,San Jose ,USA,51694.67689524219,5912.0,Yes
374.0,0.0,2002.0,7.0,7.0,$1421.26,Online Transaction,Cruise Line 4,San Jose ,USA,51694.67689524219,4411.0,Yes
377.0,1.0,2015.0,12.0,20.0,$43.25,Chip Transaction,Amalgamated Limousine,Sofia,Bulgaria,51694.67689524219,4121.0,Yes
383.0,1.0,2012.0,11.0,3.0,$35.02,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,51694.67689524219,5912.0,Yes
385.0,0.0,2003.0,5.0,19.0,$64.39,Online Transaction,Airline Company 6,San Jose ,USA,51694.67689524219,3174.0,Yes
385.0,0.0,2003.0,5.0,19.0,$55.63,Online Transaction,Discount Store 6,San Jose ,USA,51694.67689524219,5310.0,Yes
385.0,0.0,2003.0,5.0,19.0,$7.14,Online Transaction,Electronics Merchandiser 1,San Jose ,USA,51694.67689524219,5732.0,Yes
385.0,0.0,2012.0,8.0,22.0,$164.38,Swipe Transaction,Amalgamated Discount Emporium,Victoria,Seychelles,51694.67689524219,5310.0,Yes
392.0,2.0,2014.0,11.0,20.0,$486.79,Swipe Transaction,Wholesale Club 1,Mexico City,Mexico,51694.67689524219,5300.0,Yes
392.0,2.0,2014.0,11.0,21.0,$112.55,Swipe Transaction,Carter Pharmacy,Mexico City,Mexico,51694.67689524219,5912.0,Yes
393.0,1.0,2017.0,2.0,7.0,$17.26,Chip Transaction,Georgias Wholesale,Caracas,Venezuela,51694.67689524219,5310.0,Yes
393.0,1.0,2017.0,2.0,7.0,$15.94,Online Transaction,Department Store 12,San Jose ,USA,51694.67689524219,5311.0,Yes
400.0,2.0,2009.0,11.0,9.0,$125.96,Swipe Transaction,Gas Station Company 1,Istanbul,Turkey,51694.67689524219,5541.0,Yes
400.0,2.0,2009.0,11.0,10.0,$105.28,Swipe Transaction,Hotel and Resort Company 2,Istanbul,Turkey,51694.67689524219,3504.0,Yes
404.0,2.0,2015.0,3.0,27.0,$111.21,Swipe Transaction,Wholesale Club 1,Mexico City,Mexico,51694.67689524219,5300.0,Yes
404.0,2.0,2015.0,3.0,28.0,$100.19,Swipe Transaction,Department Store 2,Mexico City,Mexico,51694.67689524219,5311.0,Yes
404.0,2.0,2015.0,3.0,28.0,$101.30,Swipe Transaction,Hamzas Grocery,Mexico City,Mexico,51694.67689524219,5411.0,Yes
404.0,2.0,2015.0,3.0,28.0,$224.37,Swipe Transaction,Department Store 10,Mexico City,Mexico,51694.67689524219,5311.0,Yes
404.0,2.0,2015.0,3.0,30.0,$826.97,Swipe Transaction,Hotel and Resort Company 3,Mexico City,Mexico,51694.67689524219,3722.0,Yes
409.0,1.0,2019.0,7.0,6.0,$205.75,Swipe Transaction,Josiahs Hatfield Wholesale,Hatfield,USA,19440.0,5300.0,Yes
409.0,1.0,2019.0,7.0,7.0,$35.21,Swipe Transaction,Josiahs Hatfield Wholesale,Hatfield,USA,19440.0,5300.0,Yes
409.0,1.0,2019.0,7.0,7.0,$13.40,Chip Transaction,Ryanns Theatre,Lansdale,USA,19446.0,7922.0,Yes
409.0,1.0,2019.0,7.0,7.0,$80.45,Chip Transaction,Mercys Sports Apparel,Hatfield,USA,19440.0,5655.0,Yes
420.0,1.0,2009.0,6.0,3.0,$23.84,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,51694.67689524219,5310.0,Yes
420.0,1.0,2009.0,6.0,3.0,$77.81,Swipe Transaction,Chen Rx,Istanbul,Turkey,51694.67689524219,5912.0,Yes
424.0,2.0,2016.0,8.0,10.0,$23.41,Chip Transaction,Rivera Supermarket,Caracas,Venezuela,51694.67689524219,5411.0,Yes
443.0,0.0,2012.0,12.0,25.0,$48.40,Swipe Transaction,Collins Car Service,Tegucigalpa,Honduras,51694.67689524219,4121.0,Yes
443.0,0.0,2012.0,12.0,25.0,$57.62,Swipe Transaction,Neufelder Tegucigalpa Wine and Liquor,Tegucigalpa,Honduras,51694.67689524219,5921.0,Yes
443.0,0.0,2012.0,12.0,27.0,$190.41,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
443.0,6.0,2016.0,8.0,2.0,$230.47,Online Transaction,Wholesale Club 1,San Jose ,USA,51694.67689524219,5300.0,Yes
443.0,6.0,2016.0,8.0,2.0,$132.97,Online Transaction,Department Store 10,San Jose ,USA,51694.67689524219,5311.0,Yes
453.0,2.0,2015.0,12.0,28.0,$331.07,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,51694.67689524219,5310.0,Yes
462.0,2.0,2017.0,1.0,17.0,$84.17,Online Transaction,Sporting Goods Company 1,San Jose ,USA,51694.67689524219,5941.0,Yes
462.0,2.0,2017.0,1.0,17.0,$1053.34,Online Transaction,Cruise Line 5,San Jose ,USA,51694.67689524219,4411.0,Yes
462.0,2.0,2017.0,1.0,17.0,$7.47,Online Transaction,Clothing Store 2,San Jose ,USA,51694.67689524219,5651.0,Yes
463.0,5.0,2016.0,9.0,13.0,$4.12,Online Transaction,Fast Food Chain 13,San Jose ,USA,51694.67689524219,5814.0,Yes
463.0,5.0,2016.0,9.0,14.0,$30.55,Chip Transaction,Rivera Supermarket,Caracas,Venezuela,51694.67689524219,5411.0,Yes
468.0,1.0,2008.0,10.0,25.0,$100.24,Swipe Transaction,Department Store 11,Istanbul,Turkey,51694.67689524219,5311.0,Yes
468.0,1.0,2008.0,10.0,25.0,$17.97,Swipe Transaction,Sadr Home Materials,Istanbul,Turkey,51694.67689524219,5211.0,Yes
468.0,1.0,2008.0,10.0,25.0,$2.80,Swipe Transaction,Car Rental Company 1,Istanbul,Turkey,51694.67689524219,3359.0,Yes
474.0,0.0,2009.0,3.0,16.0,$13.60,Swipe Transaction,Department Store 10,Istanbul,Turkey,51694.67689524219,5311.0,Yes
474.0,0.0,2009.0,3.0,17.0,$20.46,Swipe Transaction,Department Store 3,Istanbul,Turkey,51694.67689524219,5311.0,Yes
474.0,0.0,2009.0,3.0,18.0,$52.33,Swipe Transaction,Fast Food Chain 8,Istanbul,Turkey,51694.67689524219,5814.0,Yes
475.0,0.0,2020.0,2.0,9.0,$60.37,Swipe Transaction,Alainas Family Clothing,Saint Louis,USA,63146.0,5651.0,Yes
475.0,0.0,2020.0,2.0,9.0,$4.23,Swipe Transaction,Dannas Discount Goods,Saint Louis,USA,63146.0,5310.0,Yes
481.0,1.0,2017.0,4.0,7.0,$115.91,Chip Transaction,Discount Store 4,Simi Valley,USA,93065.0,5310.0,Yes
481.0,1.0,2017.0,4.0,7.0,$10.26,Swipe Transaction,Delivery Company 3,Simi Valley,USA,93065.0,9402.0,Yes
481.0,5.0,2012.0,9.0,12.0,$97.85,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
496.0,0.0,2009.0,6.0,30.0,$12.50,Swipe Transaction,Cruz Fine Foods,Istanbul,Turkey,51694.67689524219,5411.0,Yes
498.0,2.0,2012.0,1.0,31.0,$35.67,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,51694.67689524219,5912.0,Yes
501.0,3.0,2014.0,2.0,3.0,$71.36,Swipe Transaction,Kailanis Delhi Drugs,Delhi,India,51694.67689524219,5912.0,Yes
501.0,3.0,2016.0,12.0,11.0,$132.35,Chip Transaction,Diaz Ale House,Simi Valley,USA,93065.0,5813.0,Yes
501.0,3.0,2016.0,12.0,11.0,$73.19,Swipe Transaction,Supermarket Chain 2,Simi Valley,USA,93065.0,5411.0,Yes
501.0,3.0,2016.0,12.0,11.0,$9.54,Chip Transaction,Acme Carnival,Simi Valley,USA,93065.0,7996.0,Yes
502.0,1.0,2012.0,2.0,1.0,$18.69,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,51694.67689524219,5912.0,Yes
502.0,1.0,2012.0,2.0,2.0,$82.37,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
503.0,2.0,2019.0,12.0,31.0,$51.87,Online Transaction,Wholesale Club 1,San Jose ,USA,51694.67689524219,5300.0,Yes
503.0,2.0,2019.0,12.0,31.0,$440.95,Swipe Transaction,Abrils Wholesale,Saint Louis,USA,63146.0,5300.0,Yes
503.0,2.0,2019.0,12.0,31.0,$103.63,Swipe Transaction,Department Store 10,Saint Charles,USA,63304.0,5311.0,Yes
503.0,2.0,2019.0,12.0,31.0,$14.55,Swipe Transaction,Airline Company 6,Saint Louis,USA,63146.0,3174.0,Yes
503.0,2.0,2019.0,12.0,31.0,$196.92,Online Transaction,Hotel and Resort Company 1,San Jose ,USA,51694.67689524219,3509.0,Yes
503.0,2.0,2019.0,12.0,31.0,$65.62,Swipe Transaction,Achilless Saint Louis Wine and Liquor,Saint Louis,USA,63146.0,5921.0,Yes
506.0,0.0,2015.0,10.0,28.0,$1.60,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,51694.67689524219,5310.0,Yes
506.0,0.0,2015.0,10.0,28.0,$111.19,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,51694.67689524219,5310.0,Yes
506.0,0.0,2015.0,10.0,30.0,$4.10,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,51694.67689524219,5310.0,Yes
510.0,1.0,2016.0,6.0,2.0,$291.44,Chip Transaction,Allstar Gently Used Clothes,Sofia,Bulgaria,51694.67689524219,5651.0,Yes
516.0,2.0,2019.0,6.0,28.0,$60.33,Chip Transaction,Eddies Wholesale,Georgetown,Guyana,51694.67689524219,5310.0,Yes
524.0,0.0,2003.0,3.0,5.0,$172.75,Online Transaction,Discount Store 2,San Jose ,USA,51694.67689524219,5310.0,Yes
524.0,0.0,2003.0,3.0,5.0,$1.35,Online Transaction,Department Store 5,San Jose ,USA,51694.67689524219,5311.0,Yes
524.0,0.0,2008.0,7.0,19.0,$79.00,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,51694.67689524219,5310.0,Yes
524.0,0.0,2008.0,7.0,20.0,$15.65,Swipe Transaction,Department Store 11,Istanbul,Turkey,51694.67689524219,5311.0,Yes
524.0,0.0,2008.0,7.0,21.0,$0.50,Swipe Transaction,Chen Rx,Istanbul,Turkey,51694.67689524219,5912.0,Yes
524.0,0.0,2008.0,7.0,22.0,$18.15,Swipe Transaction,Cruz Fine Foods,Istanbul,Turkey,51694.67689524219,5411.0,Yes
524.0,0.0,2008.0,7.0,22.0,$10.75,Swipe Transaction,Cruz Fine Foods,Istanbul,Turkey,51694.67689524219,5411.0,Yes
526.0,2.0,2011.0,12.0,20.0,$17.91,Swipe Transaction,Turner Gourmet Supplies,Amman,Jordan,51694.67689524219,5411.0,Yes
526.0,2.0,2011.0,12.0,21.0,$179.54,Swipe Transaction,Renees Jewelry,Amman,Jordan,51694.67689524219,5094.0,Yes
526.0,2.0,2011.0,12.0,22.0,$38.08,Swipe Transaction,Helenas Taxi,Amman,Jordan,51694.67689524219,4121.0,Yes
536.0,4.0,2008.0,9.0,14.0,$19.04,Swipe Transaction,Santoss Istanbul Jewelry,Istanbul,Turkey,51694.67689524219,5094.0,Yes
540.0,2.0,2008.0,7.0,13.0,$17.72,Swipe Transaction,Airline Company 7,Granbury,USA,76049.0,3132.0,Yes
540.0,2.0,2008.0,7.0,15.0,$92.88,Swipe Transaction,Masvidal Taxi,Kerens,USA,75144.0,4121.0,Yes
544.0,2.0,2007.0,5.0,20.0,$108.34,Swipe Transaction,Allen Wholesale,Macon,USA,31201.0,5300.0,Yes
544.0,2.0,2007.0,5.0,21.0,$110.49,Swipe Transaction,Money Transfer Company 1,Savannah,USA,31401.0,4829.0,Yes
544.0,2.0,2007.0,5.0,21.0,$23.70,Swipe Transaction,Software-Hardware Company 1,Macon,USA,31204.0,5045.0,Yes
544.0,2.0,2007.0,5.0,21.0,$232.85,Swipe Transaction,Xi Amusements,Macon,USA,31211.0,7996.0,Yes
544.0,2.0,2015.0,12.0,27.0,$50.99,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,51694.67689524219,5912.0,Yes
544.0,2.0,2015.0,12.0,27.0,$208.77,Chip Transaction,Millies Fine Jewelry,Sofia,Bulgaria,51694.67689524219,5094.0,Yes
544.0,2.0,2016.0,1.0,2.0,$3.26,Chip Transaction,Garcia Sofia Chic Boutique,Sofia,Bulgaria,51694.67689524219,5621.0,Yes
551.0,0.0,2015.0,2.0,27.0,$239.11,Chip Transaction,Department Store 2,Mexico City,Mexico,51694.67689524219,5311.0,Yes
551.0,0.0,2015.0,2.0,27.0,$91.86,Online Transaction,Wholesale Club 1,San Jose ,USA,51694.67689524219,5300.0,Yes
559.0,1.0,2017.0,4.0,20.0,$43.07,Online Transaction,Travel Booking Company 2,San Jose ,USA,51694.67689524219,4722.0,Yes
559.0,2.0,2017.0,1.0,12.0,$112.66,Online Transaction,Clothing Store 5,San Jose ,USA,51694.67689524219,5651.0,Yes
559.0,2.0,2017.0,1.0,12.0,$63.09,Chip Transaction,Stetsons Caracas Clothing,Caracas,Venezuela,51694.67689524219,5651.0,Yes
564.0,1.0,2011.0,12.0,16.0,$196.35,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,51694.67689524219,5310.0,Yes
